,train_loss,train_accuracy,test_loss,test_accuracy
0,0.8201650242087022,0.7116122840690979,0.9357723746055993,0.6759185303514377
1,0.8159648368012349,0.7146113243761996,0.9221497866482781,0.682008785942492
2,0.8163389490341728,0.7138915547024952,0.9239739420505377,0.6800119808306709
3,0.8121607017799287,0.7159508957133717,0.9452545580010825,0.6758186900958466
4,0.8126089411977767,0.7150511836212412,0.9263327314069096,0.6792132587859425
5,0.8150098747117963,0.7143714011516314,0.941318537909002,0.674720447284345
6,0.8110431272557967,0.7155310300703774,0.9456465578974246,0.6748202875399361
7,0.8083296044850609,0.7176703454894434,0.9638083220099489,0.6682308306709265
8,0.8077629046682662,0.7171305182341651,0.9291773630788152,0.6807108626198083
9,0.8055835896131707,0.7167106525911708,0.9260488985635983,0.6773162939297125
