,train_loss,train_accuracy,test_loss,test_accuracy
0,0.7901770139419338,0.7244681701855407,0.9325411472076806,0.6761182108626198
1,0.7878493321910548,0.7235484644913628,0.9263808875323866,0.6799121405750799
2,0.7887259326870443,0.7235084772872681,0.9254401816537206,0.6811102236421726
3,0.7862904935083707,0.7235084772872681,0.9377838813553984,0.676617412140575
4,0.7876777507827134,0.7240083173384517,0.9422934352875517,0.6763178913738019
5,0.7866465627803912,0.7241482725527831,0.9252268113552953,0.6803115015974441
6,0.7862080503982073,0.724028310940499,0.9343492124027337,0.6789137380191693
7,0.7854569492550592,0.7247480806142035,0.9247709404165372,0.6844049520766773
8,0.7851054844799823,0.7235684580934101,0.9271805910542369,0.6780151757188498
9,0.7849230965264546,0.7250879718490083,0.9302102186428473,0.6781150159744409
10,0.7825525316838187,0.726227607165707,0.9465285765048795,0.672823482428115
11,0.7839209966490227,0.7260676583493282,0.9305236346710223,0.6775159744408946
12,0.782359258246132,0.72552783109405,0.9387289922648725,0.6779153354632588
13,0.7821361412242369,0.7259476967370442,0.9305801933851486,0.6821086261980831
14,0.7830116360216512,0.7254678502879078,0.91699667351124,0.6827076677316294
15,0.780022053728482,0.7265674984005118,0.9575786642468395,0.6685303514376997
16,0.780597104678456,0.7256277991042867,0.9270263618459336,0.6760183706070287
17,0.7799862296971768,0.7268274152271273,0.9282215016242414,0.6799121405750799
18,0.7783161179232277,0.7266074856046065,0.930407604422813,0.6756190095846646
19,0.7778182455308149,0.7283269353806782,0.9241880698325916,0.6815095846645367
